Distribution,ttl,DisParameter 1,DisParameter 2,Replacement Policy,NumberOfItems,CacheCapacity,Lower,Mean,Upper
Zipf,,0.5,1000,Random,1000,100,0.1573271855018952,0.15779491550733457,0.15826264551277394
Zipf,,0.5,1000,Random,1000,200,0.2806038216309055,0.28141767348836716,0.2822315253458288
Zipf,,0.5,1000,Random,1000,300,0.39061245534905126,0.3917652853884236,0.3929181154277959
Zipf,,0.5,1000,Random,1000,400,0.4899200565429086,0.49136295506318367,0.49280585358345874
Zipf,,0.5,1000,Random,1000,500,0.5836971297157203,0.5854230011330469,0.5871488725503735
Zipf,,0.5,1000,Random,1000,600,0.6728568939210275,0.6748537233510289,0.6768505527810302
Zipf,,0.5,1000,Random,1000,700,0.7568413313231577,0.7591033844440374,0.761365437564917
Zipf,,0.5,1000,Random,1000,800,0.8392539919218457,0.8417390554556903,0.8442241189895349
Zipf,,0.5,1000,Random,1000,900,0.918571968876752,0.9212724523762055,0.923972935875659
Zipf,,0.5,1000,FIFO,1000,100,0.15713477570290035,0.1575961962233862,0.15805761674387203
Zipf,,0.5,1000,FIFO,1000,200,0.2807832121332642,0.28160232229961785,0.2824214324659715
Zipf,,0.5,1000,FIFO,1000,300,0.39002487326933577,0.39117021194306795,0.3923155506168001
Zipf,,0.5,1000,FIFO,1000,400,0.4894119991977862,0.4908680413409885,0.49232408348419077
Zipf,,0.5,1000,FIFO,1000,500,0.5833797321047237,0.5850913065982513,0.5868028810917788
Zipf,,0.5,1000,FIFO,1000,600,0.6724144165126688,0.674402706880774,0.6763909972488792
Zipf,,0.5,1000,FIFO,1000,700,0.7564542503885353,0.7586895613178058,0.7609248722470764
Zipf,,0.5,1000,FIFO,1000,800,0.8386604844183634,0.8411487045959365,0.8436369247735096
Zipf,,0.5,1000,FIFO,1000,900,0.9177408424222724,0.9204701562796705,0.9231994701370687
Zipf,,0.5,1000,LRU,1000,100,0.1676893496631273,0.16818168631717995,0.1686740229712326
Zipf,,0.5,1000,LRU,1000,200,0.30087991938950737,0.30175219688030286,0.30262447437109835
Zipf,,0.5,1000,LRU,1000,300,0.4154749776880109,0.4167074476269488,0.41793991756588666
Zipf,,0.5,1000,LRU,1000,400,0.5187877254283255,0.5203200198515275,0.5218523142747296
Zipf,,0.5,1000,LRU,1000,500,0.6133930700466343,0.6152101489937727,0.617027227940911
Zipf,,0.5,1000,LRU,1000,600,0.701015432781942,0.7030937914953787,0.7051721502088153
Zipf,,0.5,1000,LRU,1000,700,0.7822538322626146,0.784588888551715,0.7869239448408155
Zipf,,0.5,1000,LRU,1000,800,0.8555326356547953,0.8607160761062503,0.8658995165577054
Zipf,,0.5,1000,LRU,1000,900,0.930607307889665,0.9333545205746181,0.9361017332595712
Zipf,,0.5,1000,LFU,1000,100,0.23493419497958737,0.23561713996503134,0.2363000849504753
Zipf,,0.5,1000,LFU,1000,200,0.3568587800316651,0.3578984673697681,0.3589381547078711
Zipf,,0.5,1000,LFU,1000,300,0.46120784783066227,0.4625614561099441,0.4639150643892259
Zipf,,0.5,1000,LFU,1000,400,0.5550705400037863,0.5567099176737218,0.5583492953436573
Zipf,,0.5,1000,LFU,1000,500,0.6439577980054996,0.645866530550431,0.6477752630953624
Zipf,,0.5,1000,LFU,1000,600,0.7231728282724371,0.7253034310916808,0.7274340339109245
Zipf,,0.5,1000,LFU,1000,700,0.7938559152092334,0.7962003443031456,0.7985447733970578
Zipf,,0.5,1000,LFU,1000,800,0.8667480092307054,0.8692987574098027,0.8718495055889
Zipf,,0.5,1000,LFU,1000,900,0.9356514212824609,0.9384126953464359,0.9411739694104109
Zipf,,0.75,1000,Random,1000,100,0.29357001802066207,0.29443539260554,0.295300767190418
Zipf,,0.75,1000,Random,1000,200,0.4320009905961536,0.4332619041933032,0.43452281779045276
Zipf,,0.75,1000,Random,1000,300,0.5366888680994976,0.5382554309141933,0.539821993728889
Zipf,,0.75,1000,Random,1000,400,0.6225115872118775,0.6243303327977794,0.6261490783836813
Zipf,,0.75,1000,Random,1000,500,0.6983165336360561,0.7003816308648577,0.7024467280936594
Zipf,,0.75,1000,Random,1000,600,0.7670702184008586,0.769342651330704,0.7716150842605494
Zipf,,0.75,1000,Random,1000,700,0.8295527619153752,0.8319937019308387,0.8344346419463021
Zipf,,0.75,1000,Random,1000,800,0.8875435811171852,0.8901729689937521,0.892802356870319
Zipf,,0.75,1000,Random,1000,900,0.9435121072014372,0.9462891864177155,0.9490662656339939
Zipf,,0.75,1000,FIFO,1000,100,0.29339771523045705,0.29425154183391233,0.2951053684373676
Zipf,,0.75,1000,FIFO,1000,200,0.4318551684465998,0.43312098430889034,0.43438680017118086
Zipf,,0.75,1000,FIFO,1000,300,0.5362136009636627,0.5378035405191383,0.5393934800746139
Zipf,,0.75,1000,FIFO,1000,400,0.6231323053621846,0.6249814465664463,0.626830587770708
Zipf,,0.75,1000,FIFO,1000,500,0.6959112647877286,0.7001062808387242,0.7043012968897198
Zipf,,0.75,1000,FIFO,1000,600,0.7668548640661872,0.7691304474972608,0.7714060309283344
Zipf,,0.75,1000,FIFO,1000,700,0.8291633096755296,0.8316248821745316,0.8340864546735335
Zipf,,0.75,1000,FIFO,1000,800,0.8885246971747777,0.8911657786352963,0.893806860095815
Zipf,,0.75,1000,FIFO,1000,900,0.9427247681576756,0.9455034393924676,0.9482821106272596
Zipf,,0.75,1000,LRU,1000,100,0.33157649489156,0.3325417410264252,0.3335069871612904
Zipf,,0.75,1000,LRU,1000,200,0.4774549338237682,0.4788638096043152,0.4802726853848622
Zipf,,0.75,1000,LRU,1000,300,0.5831001420721817,0.5848261392744863,0.5865521364767909
Zipf,,0.75,1000,LRU,1000,400,0.6682327796868256,0.6702160903237859,0.6721994009607463
Zipf,,0.75,1000,LRU,1000,500,0.7407144432650564,0.7429007006153117,0.7450869579655669
Zipf,,0.75,1000,LRU,1000,600,0.8036856032469064,0.8060702307772796,0.8084548583076527
Zipf,,0.75,1000,LRU,1000,700,0.8598388293221572,0.8623852692861748,0.8649317092501924
Zipf,,0.75,1000,LRU,1000,800,0.9107791348098623,0.9134658250529762,0.9161525152960902
Zipf,,0.75,1000,LRU,1000,900,0.956082372318075,0.9588978110774526,0.9617132498368303
Zipf,,0.75,1000,LFU,1000,100,0.4285148202660042,0.4297671997432063,0.43101957922040846
Zipf,,0.75,1000,LFU,1000,200,0.5485146888454135,0.55013357348091,0.5517524581164064
Zipf,,0.75,1000,LFU,1000,300,0.6395666106534013,0.6414463432442,0.6433260758349988
Zipf,,0.75,1000,LFU,1000,400,0.7046805760982484,0.7067737580566955,0.7088669400151426
Zipf,,0.75,1000,LFU,1000,500,0.768796369699645,0.7710759414302822,0.7733555131609194
Zipf,,0.75,1000,LFU,1000,600,0.8246095824023986,0.8270586506945199,0.8295077189866412
Zipf,,0.75,1000,LFU,1000,700,0.8736348107424041,0.87620683075617,0.8787788507699359
Zipf,,0.75,1000,LFU,1000,800,0.9188319650588571,0.9215391410649669,0.9242463170710767
Zipf,,0.75,1000,LFU,1000,900,0.9560860888262175,0.9618437440232087,0.9676013992201999
Zipf,,1.0,1000,Random,1000,100,0.5179148770173201,0.5194334531977458,0.5209520293781715
Zipf,,1.0,1000,Random,1000,200,0.6437860300452781,0.6456715127593293,0.6475569954733805
Zipf,,1.0,1000,Random,1000,300,0.7220891225920759,0.7242250081324908,0.7263608936729057
Zipf,,1.0,1000,Random,1000,400,0.7819530276479412,0.7842630109155018,0.7865729941830624
Zipf,,1.0,1000,Random,1000,500,0.8295300918990439,0.8319721767057866,0.8344142615125293
Zipf,,1.0,1000,Random,1000,600,0.8697744756557703,0.8723413981436194,0.8749083206314686
Zipf,,1.0,1000,Random,1000,700,0.9065271825267175,0.9091933096398654,0.9118594367530134
Zipf,,1.0,1000,Random,1000,800,0.9382446630603127,0.9410216977774255,0.9437987324945383
Zipf,,1.0,1000,Random,1000,900,0.9687540446513938,0.9716100766113382,0.9744661085712827
Zipf,,1.0,1000,FIFO,1000,100,0.519138530321231,0.5206646433113192,0.5221907563014074
Zipf,,1.0,1000,FIFO,1000,200,0.644090810576492,0.6459803229138799,0.6478698352512677
Zipf,,1.0,1000,FIFO,1000,300,0.7228117663306824,0.7249333826887143,0.7270549990467462
Zipf,,1.0,1000,FIFO,1000,400,0.7816832991454808,0.7839743906653538,0.7862654821852267
Zipf,,1.0,1000,FIFO,1000,500,0.8295257824208645,0.8319676664677224,0.8344095505145802
Zipf,,1.0,1000,FIFO,1000,600,0.8704683076411827,0.8730367079448731,0.8756051082485635
Zipf,,1.0,1000,FIFO,1000,700,0.906179060396546,0.9088635782263326,0.9115480960561191
Zipf,,1.0,1000,FIFO,1000,800,0.9389333189071434,0.9416938237459949,0.9444543285848463
Zipf,,1.0,1000,FIFO,1000,900,0.9685836878310653,0.971433938752236,0.9742841896734068
Zipf,,1.0,1000,LRU,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,,1.0,1000,LRU,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,,1.0,1000,LRU,1000,300,0.7689109326179631,0.7711654395143419,0.7734199464107208
Zipf,,1.0,1000,LRU,1000,400,0.8223003579450726,0.8247219147833288,0.827143471621585
Zipf,,1.0,1000,LRU,1000,500,0.86448946816552,0.8670307309563732,0.8695719937472264
Zipf,,1.0,1000,LRU,1000,600,0.8992537212151089,0.9019118297874774,0.9045699383598459
Zipf,,1.0,1000,LRU,1000,700,0.9263670488769252,0.9319543548510499,0.9375416608251746
Zipf,,1.0,1000,LRU,1000,800,0.9519781530948269,0.9577227607663792,0.9634673684379315
Zipf,,1.0,1000,LRU,1000,900,0.9772676059172777,0.9801451714779639,0.9830227370386501
Zipf,,1.0,1000,LFU,1000,100,0.6522941954643963,0.654216872885611,0.6561395503068258
Zipf,,1.0,1000,LFU,1000,200,0.7494584967842074,0.7516624977026154,0.7538664986210234
Zipf,,1.0,1000,LFU,1000,300,0.8098264393660249,0.812215401017976,0.814604362669927
Zipf,,1.0,1000,LFU,1000,400,0.8487315428956627,0.8512434769528971,0.8537554110101316
Zipf,,1.0,1000,LFU,1000,500,0.880120639730334,0.8854362415356333,0.8907518433409325
Zipf,,1.0,1000,LFU,1000,600,0.9124436523227557,0.9151423951730983,0.9178411380234408
Zipf,,1.0,1000,LFU,1000,700,0.9379953145617389,0.9407763293443355,0.9435573441269322
Zipf,,1.0,1000,LFU,1000,800,0.9597614720901831,0.962588935954728,0.965416399819273
Zipf,,1.0,1000,LFU,1000,900,0.9758928527095506,0.9817590314986,0.9876252102876494
Zipf,,1.5,1000,Random,1000,100,0.8898686964149132,0.8924861619411634,0.8951036274674136
Zipf,,1.5,1000,Random,1000,200,0.9333216718065742,0.9360723153723697,0.9388229589381651
Zipf,,1.5,1000,Random,1000,300,0.9529626808040617,0.955780725703017,0.9585987706019723
Zipf,,1.5,1000,Random,1000,400,0.9651452085566199,0.9679912672950963,0.9708373260335728
Zipf,,1.5,1000,Random,1000,500,0.9739686408924887,0.9768376343890953,0.979706627885702
Zipf,,1.5,1000,Random,1000,600,0.9799255077249975,0.9828111547024714,0.9856968016799452
Zipf,,1.5,1000,Random,1000,700,0.9852310452758964,0.9881309311046448,0.9910308169333931
Zipf,,1.5,1000,Random,1000,800,0.9895785479651376,0.9924923649377934,0.9954061819104492
Zipf,,1.5,1000,Random,1000,900,0.9931856574458516,0.9961072527002983,0.999028847954745
Zipf,,1.5,1000,FIFO,1000,100,0.8903268150425682,0.8929336755381818,0.8955405360337955
Zipf,,1.5,1000,FIFO,1000,200,0.9334699738243293,0.9362136416790483,0.9389573095337673
Zipf,,1.5,1000,FIFO,1000,300,0.9531064779438652,0.9559118435683794,0.9587172091928937
Zipf,,1.5,1000,FIFO,1000,400,0.9652428857023219,0.9680971552188143,0.9709514247353068
Zipf,,1.5,1000,FIFO,1000,500,0.9734767238396294,0.9763534090586676,0.9792300942777059
Zipf,,1.5,1000,FIFO,1000,600,0.9799783956693399,0.9828800354081723,0.9857816751470047
Zipf,,1.5,1000,FIFO,1000,700,0.984908616210037,0.9878164057587075,0.9907241953073781
Zipf,,1.5,1000,FIFO,1000,800,0.9892598555100294,0.9921855938870983,0.9951113322641671
Zipf,,1.5,1000,FIFO,1000,900,0.9929076451825342,0.9958303657416961,0.9987530863008581
Zipf,,1.5,1000,LRU,1000,100,0.9170359143051889,0.9197255436447912,0.9224151729843935
Zipf,,1.5,1000,LRU,1000,200,0.9506542544329057,0.9534530285207303,0.9562518026085549
Zipf,,1.5,1000,LRU,1000,300,0.9656075466782706,0.9684486705131623,0.971289794348054
Zipf,,1.5,1000,LRU,1000,400,0.9747203468897917,0.977595538713223,0.9804707305366543
Zipf,,1.5,1000,LRU,1000,500,0.9810263505310663,0.983930139757549,0.9868339289840315
Zipf,,1.5,1000,LRU,1000,600,0.9857500955056785,0.9886510519114101,0.9915520083171417
Zipf,,1.5,1000,LRU,1000,700,0.989279962096098,0.9921897769150555,0.995099591734013
Zipf,,1.5,1000,LRU,1000,800,0.9922659510438624,0.9951841022906636,0.9981022535374647
Zipf,,1.5,1000,LRU,1000,900,0.9945985321213039,0.9975231536041395,1.000447775086975
Zipf,,1.5,1000,LFU,1000,100,0.9375528296489292,0.9402972806610886,0.9430417316732481
Zipf,,1.5,1000,LFU,1000,200,0.9612807200765865,0.9641118286616032,0.9669429372466198
Zipf,,1.5,1000,LFU,1000,300,0.9724126869721358,0.9752874005060019,0.9781621140398681
Zipf,,1.5,1000,LFU,1000,400,0.9791318543409094,0.9820115061266521,0.9848911579123948
Zipf,,1.5,1000,LFU,1000,500,0.9838637599110553,0.986758564594117,0.9896533692771787
Zipf,,1.5,1000,LFU,1000,600,0.9877287544666937,0.9906348618896523,0.9935409693126109
Zipf,,1.5,1000,LFU,1000,700,0.9905337096291078,0.9934463313388309,0.9963589530485539
Zipf,,1.5,1000,LFU,1000,800,0.9927991825816994,0.9957177272327564,0.9986362718838134
Zipf,,1.5,1000,LFU,1000,900,0.9946196438573344,0.9975448953213708,1.0004701467854071
